"Données historiques"
"Date: 01/01/1990 - 21/10/2016"
"CAC 40"
"ISIN","MIC","Date","Ouvert","Haut","Bas","Fermer","Nombre de titres","Number of Trades","Capitaux","Devise"
"FR0003500008","Euronext Paris","02/01/1990","1988.85","2001.06","1982.38","1988.85","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","03/01/1990","1979.89","1995.21","1974.70","1979.89","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","04/01/1990","2006.42","2006.42","1978.02","2006.42","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/01/1990","1994.30","2000.91","1980.61","1994.36","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","08/01/1990","1968.95","1976.48","1959.05","1968.95","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","09/01/1990","1970.28","1970.43","1961.42","1970.28","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","10/01/1990","1968.41","1972.74","1962.00","1970.38","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","11/01/1990","1992.89","1995.67","1971.07","1992.89","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/01/1990","1968.65","1995.76","1954.81","1968.65","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","15/01/1990","1962.89","1967.42","1950.99","1962.89","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","16/01/1990","1935.21","1952.17","1914.78","1935.21","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","17/01/1990","1953.14","1953.68","1943.37","1953.14","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","18/01/1990","1934.72","1947.83","1919.14","1934.72","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","19/01/1990","1925.80","1936.53","1924.11","1925.95","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","22/01/1990","1925.40","1931.84","1912.77","1915.82","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","23/01/1990","1912.36","1915.12","1883.89","1912.36","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","24/01/1990","1881.73","1892.13","1855.42","1881.73","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","25/01/1990","1893.23","1899.39","1885.04","1893.23","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","26/01/1990","1875.29","1887.34","1873.59","1886.75","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","29/01/1990","1904.71","1909.36","1892.19","1904.71","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","30/01/1990","1892.03","1912.97","1883.24","1892.03","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","31/01/1990","1882.88","1894.27","1880.17","1882.88","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","01/02/1990","1895.53","1902.10","1890.90","1895.50","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","02/02/1990","1915.58","1924.70","1900.04","1924.70","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/02/1990","1926.14","1938.27","1915.90","1926.14","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","06/02/1990","1927.57","1935.21","1907.00","1916.33","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","07/02/1990","1895.24","1905.19","1880.45","1895.24","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","08/02/1990","1905.51","1905.51","1888.03","1905.51","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","09/02/1990","1898.44","1912.47","1893.64","1898.25","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/02/1990","1867.74","1894.37","1864.20","1867.40","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","13/02/1990","1845.43","1863.75","1839.81","1845.43","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","14/02/1990","1856.79","1859.93","1839.82","1853.99","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","15/02/1990","1853.99","1860.12","1846.93","1856.86","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","16/02/1990","1871.12","1875.36","1855.54","1871.12","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","19/02/1990","1838.03","1856.96","1833.87","1838.03","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","20/02/1990","1820.16","1830.23","1817.16","1820.16","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","21/02/1990","1803.79","1806.94","1783.69","1803.79","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","22/02/1990","1814.75","1836.91","1813.68","1836.91","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","23/02/1990","1803.62","1823.02","1790.21","1803.62","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","26/02/1990","1804.10","1806.28","1773.57","1804.10","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","27/02/1990","1825.38","1835.00","1821.67","1825.38","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","28/02/1990","1849.68","1851.12","1835.84","1849.68","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","01/03/1990","1832.44","1838.16","1827.95","1832.44","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","02/03/1990","1848.11","1860.48","1831.39","1860.48","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/03/1990","1874.43","1874.74","1862.88","1874.43","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","06/03/1990","1872.30","1875.96","1866.48","1872.30","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","07/03/1990","1880.80","1881.41","1869.56","1880.57","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","08/03/1990","1917.99","1923.82","1891.00","1917.99","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","09/03/1990","1926.61","1941.17","1915.31","1921.11","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/03/1990","1912.60","1918.12","1905.52","1912.59","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","13/03/1990","1924.30","1924.57","1903.13","1924.30","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","14/03/1990","1943.40","1946.48","1919.20","1946.37","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","15/03/1990","1964.50","1967.33","1950.02","1964.47","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","16/03/1990","1953.80","1967.17","1952.94","1958.82","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","19/03/1990","1936.96","1953.38","1931.56","1936.96","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","20/03/1990","1925.39","1941.36","1922.03","1925.39","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","21/03/1990","1937.18","1940.08","1924.36","1937.18","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","22/03/1990","1914.11","1930.86","1910.47","1914.11","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","23/03/1990","1933.60","1943.83","1922.78","1943.83","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","26/03/1990","1964.16","1966.87","1948.28","1964.16","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","27/03/1990","1945.96","1958.91","1943.93","1945.96","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","28/03/1990","1939.33","1948.28","1931.17","1939.33","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","29/03/1990","1947.23","1952.63","1939.78","1947.63","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","30/03/1990","1958.30","1975.21","1942.91","1971.79","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","02/04/1990","1947.18","1961.64","1936.96","1947.18","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","03/04/1990","1985.55","1990.33","1953.38","1985.55","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","04/04/1990","1997.08","2014.01","1994.09","2001.49","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/04/1990","2028.06","2034.11","1997.41","2028.06","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","06/04/1990","2069.89","2081.55","2053.16","2069.89","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","09/04/1990","2075.84","2086.58","2063.15","2083.90","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","10/04/1990","2073.03","2079.30","2065.19","2075.38","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","11/04/1990","2079.60","2106.62","2072.04","2103.10","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/04/1990","2116.66","2116.66","2096.28","2116.66","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","17/04/1990","2126.34","2141.13","2117.00","2126.34","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","18/04/1990","2098.68","2128.90","2096.77","2097.53","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","19/04/1990","2097.12","2102.35","2072.77","2097.12","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","20/04/1990","2129.32","2131.46","2100.45","2129.32","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","23/04/1990","2089.70","2137.78","2083.15","2089.77","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","24/04/1990","2101.40","2108.67","2082.34","2101.40","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","25/04/1990","2102.41","2113.58","2091.50","2109.59","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","26/04/1990","2072.10","2108.05","2067.08","2072.16","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","27/04/1990","2066.20","2079.80","2053.96","2066.27","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","30/04/1990","2046.40","2057.38","2032.52","2046.46","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","02/05/1990","2066.90","2072.83","2048.69","2067.21","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","03/05/1990","2098.90","2104.35","2081.61","2098.95","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","04/05/1990","2102.60","2116.36","2095.98","2102.64","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","07/05/1990","2119.80","2122.00","2103.00","2121.00","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","09/05/1990","2103.69","2103.69","2103.69","2103.69","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","10/05/1990","2104.56","2104.56","2104.56","2104.56","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","11/05/1990","2091.85","2091.85","2091.85","2091.85","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","14/05/1990","2090.14","2090.14","2090.14","2090.14","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","15/05/1990","2070.67","2070.67","2070.67","2070.67","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","16/05/1990","2071.53","2071.53","2071.53","2071.53","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","17/05/1990","2103.94","2103.94","2103.94","2103.94","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","18/05/1990","2100.17","2100.17","2100.17","2100.17","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","21/05/1990","2092.21","2092.21","2092.21","2092.21","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","22/05/1990","2115.00","2115.00","2115.00","2115.00","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","23/05/1990","2123.34","2123.34","2123.34","2123.34","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","25/05/1990","2116.87","2116.87","2116.87","2116.87","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","28/05/1990","2114.39","2114.39","2114.39","2114.39","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","29/05/1990","2123.09","2123.09","2123.09","2123.09","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","30/05/1990","2120.80","2120.80","2120.80","2120.80","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","31/05/1990","2107.51","2107.51","2107.51","2107.51","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","01/06/1990","2087.60","2087.60","2087.60","2087.60","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/06/1990","2069.43","2069.43","2069.43","2069.43","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","06/06/1990","2045.43","2045.43","2045.43","2045.43","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","07/06/1990","2050.45","2050.45","2050.45","2050.45","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","08/06/1990","2021.41","2021.41","2021.41","2021.41","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","11/06/1990","2002.38","2002.38","2002.38","2002.38","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/06/1990","2005.82","2005.82","2005.82","2005.82","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","13/06/1990","2026.42","2026.42","2026.42","2026.42","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","14/06/1990","2028.32","2028.32","2028.32","2028.32","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","15/06/1990","2011.87","2011.87","2011.87","2011.87","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","18/06/1990","1988.33","1988.33","1988.33","1988.33","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","19/06/1990","1998.22","1998.22","1998.22","1998.22","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","20/06/1990","2003.66","2003.66","2003.66","2003.66","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","21/06/1990","2007.98","2007.98","2007.98","2007.98","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","22/06/1990","2031.73","2031.73","2031.73","2031.73","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","25/06/1990","2040.08","2040.08","2040.08","2040.08","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","26/06/1990","2053.40","2053.40","2053.40","2053.40","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","27/06/1990","2036.96","2036.96","2036.96","2036.96","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","28/06/1990","2038.41","2038.41","2038.41","2038.41","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","29/06/1990","2035.03","2035.03","2035.03","2035.03","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","02/07/1990","2029.54","2029.54","2029.54","2029.54","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","03/07/1990","2031.98","2046.19","2031.20","2031.98","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","04/07/1990","2015.93","2027.12","2013.76","2015.93","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/07/1990","1999.98","2011.42","1987.65","1999.98","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","06/07/1990","2001.89","2002.23","1989.54","2001.90","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","09/07/1990","1990.17","2008.74","1989.89","1990.17","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","10/07/1990","1963.02","1985.98","1957.47","1963.02","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","11/07/1990","1970.58","1975.57","1949.91","1970.58","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/07/1990","1975.18","1982.77","1972.36","1975.18","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","13/07/1990","1998.34","2001.97","1984.39","1998.34","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","16/07/1990","2015.60","2016.16","1998.35","2015.59","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","17/07/1990","2016.34","2025.20","2015.00","2016.34","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","18/07/1990","2029.60","2039.95","2023.42","2029.60","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","19/07/1990","2023.30","2029.84","2021.37","2023.31","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","20/07/1990","2030.60","2031.25","2010.50","2030.60","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","23/07/1990","1990.04","2025.90","1970.30","1990.04","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","24/07/1990","1995.61","2000.06","1984.80","1995.61","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","25/07/1990","1998.60","2006.40","1995.60","1998.60","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","26/07/1990","1984.37","2005.62","1981.10","1984.37","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","27/07/1990","1961.88","1973.43","1956.01","1961.88","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","30/07/1990","1955.35","1961.23","1944.93","1955.35","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","31/07/1990","1965.57","1970.67","1955.29","1965.57","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","01/08/1990","1960.07","1965.75","1953.30","1960.07","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","02/08/1990","1918.45","1950.49","1897.66","1918.45","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","03/08/1990","1869.45","1912.19","1860.75","1869.45","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","06/08/1990","1773.79","1833.19","1736.56","1773.79","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","07/08/1990","1811.84","1815.87","1754.77","1811.84","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","08/08/1990","1757.09","1804.71","1725.12","1757.09","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","09/08/1990","1779.86","1783.99","1764.77","1779.86","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","10/08/1990","1775.03","1796.46","1769.68","1775.03","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","13/08/1990","1721.01","1739.37","1705.62","1721.01","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","14/08/1990","1712.00","1744.11","1703.61","1712.03","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","16/08/1990","1726.00","1732.91","1711.60","1723.41","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","17/08/1990","1665.00","1682.91","1650.52","1665.00","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","20/08/1990","1611.92","1644.05","1587.58","1611.92","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","21/08/1990","1546.51","1616.83","1526.26","1546.51","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","22/08/1990","1586.27","1592.47","1507.09","1586.27","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","23/08/1990","1553.35","1553.35","1519.12","1553.35","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","24/08/1990","1617.42","1617.42","1617.42","1617.42","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","27/08/1990","1699.72","1703.56","1669.50","1699.72","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","28/08/1990","1680.58","1705.19","1664.75","1680.58","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","29/08/1990","1698.66","1702.93","1651.51","1698.66","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","30/08/1990","1723.23","1746.83","1715.80","1723.23","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","31/08/1990","1690.00","1716.00","1688.00","1690.00","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","03/09/1990","1644.01","1668.73","1637.12","1644.01","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","04/09/1990","1620.93","1620.93","1591.88","1620.93","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/09/1990","1638.32","1638.72","1611.58","1638.32","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","06/09/1990","1609.51","1630.71","1606.11","1609.51","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","07/09/1990","1619.16","1619.60","1591.00","1619.60","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","10/09/1990","1661.76","1686.89","1659.18","1661.76","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","11/09/1990","1653.94","1655.03","1641.54","1653.94","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/09/1990","1648.09","1687.49","1639.50","1648.09","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","13/09/1990","1623.80","1662.28","1614.93","1646.27","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","14/09/1990","1614.93","1629.84","1602.71","1614.93","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","17/09/1990","1604.02","1605.35","1590.34","1604.02","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","18/09/1990","1579.93","1595.45","1571.63","1579.93","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","19/09/1990","1570.28","1585.12","1560.12","1570.28","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","20/09/1990","1540.60","1570.74","1536.74","1540.60","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","21/09/1990","1543.53","1543.53","1502.99","1543.53","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","24/09/1990","1502.52","1538.49","1489.97","1502.52","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","25/09/1990","1517.24","1671.21","1472.91","1485.39","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","26/09/1990","1499.17","1515.66","1471.71","1499.17","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","27/09/1990","1523.95","1534.26","1498.68","1523.95","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","28/09/1990","1491.75","1514.20","1475.60","1491.75","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","01/10/1990","1540.81","1542.80","1513.34","1540.81","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","02/10/1990","1572.94","1592.79","1568.21","1572.94","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","03/10/1990","1567.48","1568.31","1555.17","1567.48","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","04/10/1990","1552.74","1560.89","1542.18","1552.74","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/10/1990","1551.93","1555.86","1511.63","1551.63","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","08/10/1990","1586.16","1598.18","1576.20","1586.16","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","09/10/1990","1551.46","1575.07","1547.59","1551.46","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","10/10/1990","1540.12","1544.34","1517.97","1540.12","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","11/10/1990","1541.76","1552.43","1530.40","1541.76","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/10/1990","1575.70","1582.34","1541.45","1575.70","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","15/10/1990","1598.91","1613.32","1584.24","1598.91","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","16/10/1990","1601.92","1612.04","1592.11","1601.92","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","17/10/1990","1616.00","1617.72","1588.51","1616.00","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","18/10/1990","1647.67","1647.67","1611.48","1647.67","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","19/10/1990","1644.70","1663.15","1638.45","1644.70","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","22/10/1990","1639.95","1643.83","1632.08","1639.35","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","23/10/1990","1676.17","1678.16","1643.41","1676.17","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","24/10/1990","1667.24","1681.80","1657.23","1667.24","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","25/10/1990","1645.99","1671.92","1643.39","1645.99","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","26/10/1990","1618.58","1626.25","1609.06","1618.58","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","29/10/1990","1627.90","1630.03","1618.58","1627.90","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","30/10/1990","1613.59","1615.34","1600.88","1613.59","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","31/10/1990","1609.60","1649.48","1609.60","1609.60","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","02/11/1990","1634.80","1639.04","1625.79","1634.80","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/11/1990","1620.57","1632.91","1618.65","1620.57","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","06/11/1990","1613.49","1620.93","1609.22","1613.49","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","07/11/1990","1583.46","1603.83","1578.13","1583.46","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","08/11/1990","1569.86","1569.86","1549.04","1569.86","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","09/11/1990","1572.83","1572.83","1572.83","1572.83","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/11/1990","1597.34","1599.50","1576.36","1597.34","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","13/11/1990","1610.13","1627.97","1603.64","1610.13","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","14/11/1990","1599.13","1601.73","1589.56","1599.13","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","15/11/1990","1598.02","1601.92","1587.68","1598.02","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","16/11/1990","1612.10","1612.10","1587.71","1612.10","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","19/11/1990","1633.65","1646.62","1616.90","1633.65","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","20/11/1990","1633.15","1649.64","1628.51","1633.15","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","21/11/1990","1626.97","1634.73","1613.09","1626.97","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","22/11/1990","1637.04","1647.76","1634.05","1639.68","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","23/11/1990","1640.06","1653.95","1636.49","1640.06","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","26/11/1990","1597.61","1648.44","1597.61","1607.24","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","27/11/1990","1605.92","1613.26","1593.13","1605.92","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","28/11/1990","1601.25","1606.38","1589.34","1601.25","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","29/11/1990","1607.06","1607.06","1590.87","1607.06","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","30/11/1990","1605.12","1609.95","1598.08","1605.12","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","03/12/1990","1627.25","1648.78","1627.25","1644.87","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","04/12/1990","1633.12","1648.43","1633.12","1646.53","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","05/12/1990","1657.30","1673.68","1646.53","1660.44","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","06/12/1990","1680.01","1709.38","1675.19","1693.52","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","07/12/1990","1690.71","1700.71","1687.94","1690.71","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","10/12/1990","1675.01","1695.37","1674.34","1675.01","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","11/12/1990","1665.54","1671.06","1658.44","1665.54","0.00","0.00","-","EUR"
"FR0003500008","Euronext Paris","12/12/1990","1666.28","1677.08","1661.28","1667.85","0.00","0.00","-","EUR"
