"Données historiques"
"Date: 01/01/1990 - 21/10/2016"
"CAC 40"
"ISIN","MIC","Date","Ouvert","Haut","Bas","Fermer","Nombre de titres","Number of Trades","Capitaux","Devise"
"FR0003500008","Euronext Paris","16/07/2003","3186.85","3199.40","3144.32","3150.72","0.00","0.00","2916636447.56","EUR"
"FR0003500008","Euronext Paris","17/07/2003","3139.38","3144.96","3102.38","3129.37","0.00","0.00","2835660070.56","EUR"
"FR0003500008","Euronext Paris","18/07/2003","3128.87","3156.82","3119.08","3129.21","0.00","0.00","2553652267.94","EUR"
"FR0003500008","Euronext Paris","21/07/2003","3157.76","3157.76","3072.32","3081.06","0.00","0.00","2412847674.89","EUR"
"FR0003500008","Euronext Paris","22/07/2003","3088.31","3093.79","3060.50","3092.62","0.00","0.00","2058552990.86","EUR"
"FR0003500008","Euronext Paris","23/07/2003","3100.44","3114.40","3080.04","3089.41","0.00","0.00","2300571986.07","EUR"
"FR0003500008","Euronext Paris","24/07/2003","3069.36","3158.04","3069.21","3156.86","0.00","0.00","3802664955.34","EUR"
"FR0003500008","Euronext Paris","25/07/2003","3118.06","3136.34","3097.20","3109.32","0.00","0.00","2375662166.92","EUR"
"FR0003500008","Euronext Paris","28/07/2003","3142.30","3180.90","3138.51","3164.93","0.00","0.00","2842470381.57","EUR"
"FR0003500008","Euronext Paris","29/07/2003","3155.53","3188.70","3128.64","3142.39","0.00","0.00","4468419139.96","EUR"
"FR0003500008","Euronext Paris","30/07/2003","3132.72","3183.03","3131.85","3172.51","0.00","0.00","3920076256.89","EUR"
"FR0003500008","Euronext Paris","31/07/2003","3189.28","3220.55","3155.47","3210.27","0.00","0.00","4456675890.44","EUR"
"FR0003500008","Euronext Paris","01/08/2003","3200.81","3219.15","3158.60","3169.63","0.00","0.00","3414643086.09","EUR"
"FR0003500008","Euronext Paris","04/08/2003","3164.01","3206.18","3126.19","3142.00","0.00","0.00","2337736725.14","EUR"
"FR0003500008","Euronext Paris","05/08/2003","3167.85","3203.42","3150.88","3187.61","0.00","0.00","2790452049.91","EUR"
"FR0003500008","Euronext Paris","06/08/2003","3154.06","3158.50","3119.63","3126.15","0.00","0.00","2881670875.37","EUR"
"FR0003500008","Euronext Paris","07/08/2003","3156.61","3156.61","3105.37","3130.56","0.00","0.00","2566507992.45","EUR"
"FR0003500008","Euronext Paris","08/08/2003","3145.87","3189.68","3133.60","3165.49","0.00","0.00","2624972578.76","EUR"
"FR0003500008","Euronext Paris","11/08/2003","3184.37","3200.35","3168.93","3188.32","0.00","0.00","1739345141.41","EUR"
"FR0003500008","Euronext Paris","12/08/2003","3201.89","3223.41","3190.88","3208.23","0.00","0.00","2293782504.81","EUR"
"FR0003500008","Euronext Paris","13/08/2003","3232.29","3237.18","3198.53","3208.06","0.00","0.00","2447682666.65","EUR"
"FR0003500008","Euronext Paris","14/08/2003","3217.88","3261.70","3197.03","3261.70","0.00","0.00","2366199117.06","EUR"
"FR0003500008","Euronext Paris","15/08/2003","3266.24","3298.82","3262.50","3279.21","0.00","0.00","1938527163.39","EUR"
"FR0003500008","Euronext Paris","18/08/2003","3301.25","3301.25","3261.44","3301.08","0.00","0.00","1852700677.12","EUR"
"FR0003500008","Euronext Paris","19/08/2003","3315.67","3323.89","3291.25","3310.70","0.00","0.00","3134828945.13","EUR"
"FR0003500008","Euronext Paris","20/08/2003","3304.48","3304.48","3264.27","3280.34","0.00","0.00","2665381274.44","EUR"
"FR0003500008","Euronext Paris","21/08/2003","3294.63","3330.81","3294.63","3306.42","0.00","0.00","3498855163.75","EUR"
"FR0003500008","Euronext Paris","22/08/2003","3297.52","3347.55","3297.52","3328.99","0.00","0.00","3056746706.58","EUR"
"FR0003500008","Euronext Paris","25/08/2003","3310.31","3311.73","3284.27","3291.36","0.00","0.00","1739649777.13","EUR"
"FR0003500008","Euronext Paris","26/08/2003","3303.01","3317.05","3249.88","3256.69","0.00","0.00","2852654335.39","EUR"
"FR0003500008","Euronext Paris","27/08/2003","3279.53","3284.70","3261.83","3280.02","0.00","0.00","6487031634.12","EUR"
"FR0003500008","Euronext Paris","28/08/2003","3290.11","3336.01","3280.16","3322.95","0.00","0.00","3640970906.51","EUR"
"FR0003500008","Euronext Paris","29/08/2003","3336.99","3353.94","3311.10","3311.42","0.00","0.00","3308675701.05","EUR"
"FR0003500008","Euronext Paris","01/09/2003","3335.98","3373.21","3335.98","3358.52","0.00","0.00","3267883827.17","EUR"
"FR0003500008","Euronext Paris","02/09/2003","3368.58","3376.77","3342.27","3363.93","0.00","0.00","3980249827.63","EUR"
"FR0003500008","Euronext Paris","03/09/2003","3399.19","3435.79","3393.67","3422.78","0.00","0.00","5477096774.07","EUR"
"FR0003500008","Euronext Paris","04/09/2003","3420.57","3432.80","3394.45","3410.69","0.00","0.00","4150992231.37","EUR"
"FR0003500008","Euronext Paris","05/09/2003","3408.93","3422.23","3370.99","3392.75","0.00","0.00","3618625974.97","EUR"
"FR0003500008","Euronext Paris","08/09/2003","3385.66","3417.69","3381.85","3409.72","0.00","0.00","2954420321.00","EUR"
"FR0003500008","Euronext Paris","09/09/2003","3430.93","3431.37","3364.05","3375.26","0.00","0.00","3586840638.17","EUR"
"FR0003500008","Euronext Paris","10/09/2003","3364.07","3364.88","3324.40","3328.71","0.00","0.00","3965444116.38","EUR"
"FR0003500008","Euronext Paris","11/09/2003","3309.44","3359.64","3305.77","3348.25","0.00","0.00","3356346026.52","EUR"
"FR0003500008","Euronext Paris","12/09/2003","3364.95","3375.64","3301.54","3322.56","0.00","0.00","3997170893.13","EUR"
"FR0003500008","Euronext Paris","15/09/2003","3336.59","3361.19","3332.94","3338.36","0.00","0.00","2566273249.67","EUR"
"FR0003500008","Euronext Paris","16/09/2003","3344.09","3386.65","3333.54","3386.41","0.00","0.00","2891445833.66","EUR"
"FR0003500008","Euronext Paris","17/09/2003","3408.71","3423.09","3393.48","3393.93","0.00","0.00","3118119992.45","EUR"
"FR0003500008","Euronext Paris","18/09/2003","3394.73","3415.07","3376.92","3415.01","0.00","0.00","3133840866.99","EUR"
"FR0003500008","Euronext Paris","19/09/2003","3422.85","3424.26","3367.14","3373.64","0.00","0.00","3835056533.71","EUR"
"FR0003500008","Euronext Paris","22/09/2003","3334.62","3336.65","3269.53","3282.95","0.00","0.00","3733329927.08","EUR"
"FR0003500008","Euronext Paris","23/09/2003","3290.62","3298.75","3241.32","3266.04","0.00","0.00","3531553140.48","EUR"
"FR0003500008","Euronext Paris","24/09/2003","3284.81","3300.01","3262.21","3263.78","0.00","0.00","3452564436.22","EUR"
"FR0003500008","Euronext Paris","25/09/2003","3220.90","3243.69","3209.88","3230.54","0.00","0.00","4356210714.34","EUR"
"FR0003500008","Euronext Paris","26/09/2003","3209.77","3231.20","3177.96","3216.76","0.00","0.00","3607372116.66","EUR"
"FR0003500008","Euronext Paris","29/09/2003","3215.66","3243.20","3175.03","3188.71","0.00","0.00","6507396160.84","EUR"
"FR0003500008","Euronext Paris","30/09/2003","3191.93","3208.65","3110.93","3134.99","0.00","0.00","4785715076.03","EUR"
"FR0003500008","Euronext Paris","01/10/2003","3137.10","3191.01","3122.36","3191.01","0.00","0.00","3722757998.02","EUR"
"FR0003500008","Euronext Paris","02/10/2003","3219.61","3228.41","3182.43","3192.94","0.00","0.00","3519012546.96","EUR"
"FR0003500008","Euronext Paris","03/10/2003","3202.09","3299.88","3197.57","3296.36","0.00","0.00","3541572329.88","EUR"
"FR0003500008","Euronext Paris","06/10/2003","3291.85","3297.17","3271.37","3281.36","0.00","0.00","1990146376.67","EUR"
"FR0003500008","Euronext Paris","07/10/2003","3290.35","3290.96","3229.34","3254.75","0.00","0.00","2520058726.36","EUR"
"FR0003500008","Euronext Paris","08/10/2003","3244.66","3292.83","3233.74","3248.61","0.00","0.00","3133011746.36","EUR"
"FR0003500008","Euronext Paris","09/10/2003","3266.82","3324.99","3245.08","3324.99","0.00","0.00","3150862433.47","EUR"
"FR0003500008","Euronext Paris","10/10/2003","3329.79","3345.36","3294.39","3306.12","0.00","0.00","2601479861.86","EUR"
"FR0003500008","Euronext Paris","13/10/2003","3313.92","3367.55","3313.92","3360.34","0.00","0.00","2063527032.98","EUR"
"FR0003500008","Euronext Paris","14/10/2003","3380.14","3380.14","3336.26","3344.90","0.00","0.00","2922853632.92","EUR"
"FR0003500008","Euronext Paris","15/10/2003","3369.75","3403.76","3360.80","3374.98","0.00","0.00","3864735846.31","EUR"
"FR0003500008","Euronext Paris","16/10/2003","3361.82","3393.63","3347.23","3357.49","0.00","0.00","3104998188.69","EUR"
"FR0003500008","Euronext Paris","17/10/2003","3379.44","3395.16","3344.93","3353.72","0.00","0.00","3009785557.65","EUR"
"FR0003500008","Euronext Paris","20/10/2003","3338.74","3374.87","3334.40","3358.80","0.00","0.00","2489291320.21","EUR"
"FR0003500008","Euronext Paris","21/10/2003","3388.32","3395.79","3352.07","3363.30","0.00","0.00","2872296230.74","EUR"
"FR0003500008","Euronext Paris","22/10/2003","3358.66","3370.81","3297.00","3302.70","0.00","0.00","3297402385.87","EUR"
"FR0003500008","Euronext Paris","23/10/2003","3255.27","3283.36","3239.05","3264.29","0.00","0.00","3559425608.82","EUR"
"FR0003500008","Euronext Paris","24/10/2003","3264.78","3277.31","3249.47","3266.27","0.00","0.00","2171369231.62","EUR"
"FR0003500008","Euronext Paris","27/10/2003","3283.82","3321.38","3279.22","3306.59","0.00","0.00","2173561909.45","EUR"
"FR0003500008","Euronext Paris","28/10/2003","3316.81","3353.96","3316.81","3352.15","0.00","0.00","2762949635.47","EUR"
"FR0003500008","Euronext Paris","29/10/2003","3387.06","3389.21","3349.83","3366.95","0.00","0.00","3375265570.11","EUR"
"FR0003500008","Euronext Paris","30/10/2003","3365.14","3417.64","3346.85","3387.36","0.00","0.00","4361235179.84","EUR"
"FR0003500008","Euronext Paris","31/10/2003","3378.39","3378.39","3352.82","3373.20","0.00","0.00","2615250368.78","EUR"
"FR0003500008","Euronext Paris","03/11/2003","3381.98","3442.25","3377.23","3439.07","0.00","0.00","3921458393.23","EUR"
"FR0003500008","Euronext Paris","04/11/2003","3432.82","3448.61","3407.17","3424.81","0.00","0.00","3478415155.84","EUR"
"FR0003500008","Euronext Paris","05/11/2003","3404.55","3421.41","3384.82","3393.25","0.00","0.00","3113853180.68","EUR"
"FR0003500008","Euronext Paris","06/11/2003","3403.86","3436.07","3372.18","3412.18","0.00","0.00","3320678911.48","EUR"
"FR0003500008","Euronext Paris","07/11/2003","3434.62","3472.83","3434.29","3453.13","0.00","0.00","3523160363.76","EUR"
"FR0003500008","Euronext Paris","10/11/2003","3426.31","3458.47","3420.94","3425.19","0.00","0.00","2211871926.21","EUR"
"FR0003500008","Euronext Paris","11/11/2003","3402.25","3411.70","3388.12","3406.05","0.00","0.00","1871991088.16","EUR"
"FR0003500008","Euronext Paris","12/11/2003","3400.85","3421.88","3391.19","3411.05","0.00","0.00","2281862479.93","EUR"
"FR0003500008","Euronext Paris","13/11/2003","3444.26","3449.80","3401.58","3412.55","0.00","0.00","3386800289.58","EUR"
"FR0003500008","Euronext Paris","14/11/2003","3403.65","3461.35","3403.65","3448.60","0.00","0.00","3421666893.33","EUR"
"FR0003500008","Euronext Paris","17/11/2003","3396.03","3406.53","3355.86","3359.30","0.00","0.00","2996261165.44","EUR"
"FR0003500008","Euronext Paris","18/11/2003","3387.75","3387.75","3343.06","3352.92","0.00","0.00","2690533451.21","EUR"
"FR0003500008","Euronext Paris","19/11/2003","3311.74","3350.11","3298.26","3343.38","0.00","0.00","3456229486.69","EUR"
"FR0003500008","Euronext Paris","20/11/2003","3369.47","3369.47","3287.93","3324.39","0.00","0.00","3661785867.43","EUR"
"FR0003500008","Euronext Paris","21/11/2003","3318.44","3366.12","3317.66","3366.12","0.00","0.00","2945824377.31","EUR"
"FR0003500008","Euronext Paris","24/11/2003","3372.35","3419.18","3369.58","3412.05","0.00","0.00","2729523947.67","EUR"
"FR0003500008","Euronext Paris","25/11/2003","3418.17","3437.20","3414.16","3418.15","0.00","0.00","3284025854.19","EUR"
"FR0003500008","Euronext Paris","26/11/2003","3421.20","3450.15","3409.56","3415.19","0.00","0.00","4370658449.07","EUR"
"FR0003500008","Euronext Paris","27/11/2003","3425.15","3437.82","3416.66","3431.66","0.00","0.00","2362028760.46","EUR"
"FR0003500008","Euronext Paris","28/11/2003","3429.98","3442.76","3396.59","3424.79","0.00","0.00","12456058752.28","EUR"
"FR0003500008","Euronext Paris","01/12/2003","3450.66","3490.75","3440.72","3490.26","0.00","0.00","3628113872.72","EUR"
"FR0003500008","Euronext Paris","02/12/2003","3491.44","3506.97","3462.45","3471.86","0.00","0.00","3689009324.17","EUR"
"FR0003500008","Euronext Paris","03/12/2003","3467.33","3511.28","3466.08","3501.93","0.00","0.00","4070004153.65","EUR"
"FR0003500008","Euronext Paris","04/12/2003","3490.26","3505.28","3477.31","3496.55","0.00","0.00","3190853540.28","EUR"
"FR0003500008","Euronext Paris","05/12/2003","3481.21","3491.80","3442.37","3457.14","0.00","0.00","3021219506.50","EUR"
"FR0003500008","Euronext Paris","08/12/2003","3432.78","3439.57","3417.56","3434.91","0.00","0.00","1977467585.96","EUR"
"FR0003500008","Euronext Paris","09/12/2003","3459.83","3478.57","3451.18","3456.12","0.00","0.00","3826734764.99","EUR"
"FR0003500008","Euronext Paris","10/12/2003","3449.06","3456.17","3419.77","3438.85","0.00","0.00","2971397186.29","EUR"
"FR0003500008","Euronext Paris","11/12/2003","3449.98","3469.11","3441.01","3467.90","0.00","0.00","3021783520.07","EUR"
"FR0003500008","Euronext Paris","12/12/2003","3482.28","3500.53","3456.02","3470.60","0.00","0.00","3008683671.11","EUR"
"FR0003500008","Euronext Paris","15/12/2003","3521.64","3522.45","3487.13","3490.42","0.00","0.00","2911919983.41","EUR"
"FR0003500008","Euronext Paris","16/12/2003","3468.21","3499.47","3462.31","3486.60","0.00","0.00","3285118023.77","EUR"
"FR0003500008","Euronext Paris","17/12/2003","3494.23","3494.37","3461.83","3479.87","0.00","0.00","4350382423.52","EUR"
"FR0003500008","Euronext Paris","18/12/2003","3465.49","3508.54","3465.49","3503.21","0.00","0.00","3459903493.05","EUR"
"FR0003500008","Euronext Paris","19/12/2003","3517.71","3525.80","3488.53","3502.04","0.00","0.00","3486860453.10","EUR"
"FR0003500008","Euronext Paris","22/12/2003","3476.00","3516.54","3476.00","3496.06","0.00","0.00","2252439717.00","EUR"
"FR0003500008","Euronext Paris","23/12/2003","3508.65","3514.80","3490.49","3500.09","0.00","0.00","2164098772.99","EUR"
"FR0003500008","Euronext Paris","24/12/2003","3495.89","3512.32","3495.07","3510.30","0.00","0.00","855490211.77","EUR"
"FR0003500008","Euronext Paris","29/12/2003","3508.39","3521.97","3508.39","3520.79","0.00","0.00","1309578259.29","EUR"
"FR0003500008","Euronext Paris","30/12/2003","3539.57","3550.67","3524.58","3529.18","0.00","0.00","3463152655.31","EUR"
"FR0003500008","Euronext Paris","31/12/2003","3498.76","3566.76","3498.76","3557.90","0.00","0.00","1191765473.56","EUR"
"FR0003500008","Euronext Paris","02/01/2004","3563.39","3597.02","3554.57","3596.80","0.00","0.00","1350825605.77","EUR"
"FR0003500008","Euronext Paris","05/01/2004","3591.72","3609.60","3579.31","3608.29","0.00","0.00","2684869157.76","EUR"
"FR0003500008","Euronext Paris","06/01/2004","3612.87","3612.87","3583.80","3595.82","0.00","0.00","3035887188.18","EUR"
"FR0003500008","Euronext Paris","07/01/2004","3608.67","3609.35","3557.51","3563.51","0.00","0.00","3775556979.66","EUR"
"FR0003500008","Euronext Paris","08/01/2004","3584.25","3615.83","3583.81","3592.73","0.00","0.00","4781833027.84","EUR"
"FR0003500008","Euronext Paris","09/01/2004","3610.02","3614.46","3548.18","3574.80","0.00","0.00","4359531825.52","EUR"
"FR0003500008","Euronext Paris","12/01/2004","3564.84","3571.36","3548.22","3560.10","0.00","0.00","2822627761.11","EUR"
"FR0003500008","Euronext Paris","13/01/2004","3579.86","3609.64","3570.42","3576.18","0.00","0.00","3741109333.78","EUR"
"FR0003500008","Euronext Paris","14/01/2004","3577.04","3617.52","3567.49","3612.55","0.00","0.00","4472238650.37","EUR"
"FR0003500008","Euronext Paris","15/01/2004","3604.11","3635.57","3593.29","3626.97","0.00","0.00","3805661197.58","EUR"
"FR0003500008","Euronext Paris","16/01/2004","3639.69","3681.79","3639.69","3671.80","0.00","0.00","4820086604.28","EUR"
"FR0003500008","Euronext Paris","19/01/2004","3677.73","3699.47","3672.46","3689.97","0.00","0.00","3001953842.49","EUR"
"FR0003500008","Euronext Paris","20/01/2004","3687.28","3694.00","3657.15","3660.19","0.00","0.00","3786704058.27","EUR"
"FR0003500008","Euronext Paris","21/01/2004","3654.83","3676.38","3650.86","3676.38","0.00","0.00","3271757934.91","EUR"
"FR0003500008","Euronext Paris","22/01/2004","3703.23","3713.83","3689.39","3695.60","0.00","0.00","4749708565.07","EUR"
"FR0003500008","Euronext Paris","23/01/2004","3700.53","3707.81","3684.99","3693.36","0.00","0.00","4237993296.40","EUR"
"FR0003500008","Euronext Paris","26/01/2004","3693.29","3693.29","3670.07","3675.72","0.00","0.00","4105532206.44","EUR"
"FR0003500008","Euronext Paris","27/01/2004","3711.44","3724.29","3695.75","3697.42","0.00","0.00","4568704052.34","EUR"
"FR0003500008","Euronext Paris","28/01/2004","3675.60","3714.45","3675.30","3706.79","0.00","0.00","3996642564.10","EUR"
"FR0003500008","Euronext Paris","29/01/2004","3674.90","3684.78","3656.19","3662.30","0.00","0.00","4605724736.89","EUR"
"FR0003500008","Euronext Paris","30/01/2004","3684.69","3688.34","3638.44","3638.44","0.00","0.00","4915534808.54","EUR"
"FR0003500008","Euronext Paris","02/02/2004","3660.29","3676.64","3651.84","3665.02","0.00","0.00","2907044032.57","EUR"
"FR0003500008","Euronext Paris","03/02/2004","3667.77","3672.59","3623.29","3638.21","0.00","0.00","3252065548.27","EUR"
"FR0003500008","Euronext Paris","04/02/2004","3615.64","3625.38","3602.94","3607.57","0.00","0.00","3662568901.32","EUR"
"FR0003500008","Euronext Paris","05/02/2004","3596.22","3638.57","3594.71","3610.31","0.00","0.00","4137619127.02","EUR"
"FR0003500008","Euronext Paris","06/02/2004","3613.34","3631.64","3596.61","3624.72","0.00","0.00","3280760342.19","EUR"
"FR0003500008","Euronext Paris","09/02/2004","3637.29","3679.67","3637.29","3663.73","0.00","0.00","2958067432.91","EUR"
"FR0003500008","Euronext Paris","10/02/2004","3660.36","3669.74","3643.25","3668.45","0.00","0.00","2722263899.35","EUR"
"FR0003500008","Euronext Paris","11/02/2004","3672.59","3687.20","3664.12","3677.85","0.00","0.00","3587403053.16","EUR"
"FR0003500008","Euronext Paris","12/02/2004","3689.64","3698.67","3665.41","3681.56","0.00","0.00","3873506062.41","EUR"
"FR0003500008","Euronext Paris","13/02/2004","3674.43","3686.06","3644.32","3649.34","0.00","0.00","3179702782.81","EUR"
"FR0003500008","Euronext Paris","16/02/2004","3655.73","3678.07","3649.76","3678.07","0.00","0.00","1787244822.81","EUR"
"FR0003500008","Euronext Paris","17/02/2004","3681.86","3710.82","3681.86","3703.82","0.00","0.00","3255832738.24","EUR"
"FR0003500008","Euronext Paris","18/02/2004","3714.09","3717.33","3699.28","3709.02","0.00","0.00","3077631653.54","EUR"
"FR0003500008","Euronext Paris","19/02/2004","3718.78","3761.33","3715.98","3759.32","0.00","0.00","3915598178.93","EUR"
"FR0003500008","Euronext Paris","20/02/2004","3749.68","3765.66","3720.99","3733.28","0.00","0.00","3263361558.80","EUR"
"FR0003500008","Euronext Paris","23/02/2004","3741.48","3757.14","3727.86","3731.15","0.00","0.00","2741859186.37","EUR"
"FR0003500008","Euronext Paris","24/02/2004","3729.76","3734.50","3666.88","3683.44","0.00","0.00","4416464622.36","EUR"
"FR0003500008","Euronext Paris","25/02/2004","3692.18","3710.42","3674.17","3702.63","0.00","0.00","5139252808.77","EUR"
"FR0003500008","Euronext Paris","26/02/2004","3722.18","3725.08","3700.92","3714.49","0.00","0.00","4135901130.56","EUR"
"FR0003500008","Euronext Paris","27/02/2004","3736.34","3760.06","3725.44","3725.44","0.00","0.00","3963742743.59","EUR"
"FR0003500008","Euronext Paris","01/03/2004","3735.30","3755.72","3733.45","3748.87","0.00","0.00","3097156187.07","EUR"
"FR0003500008","Euronext Paris","02/03/2004","3767.83","3785.36","3758.99","3785.36","0.00","0.00","3445921925.63","EUR"
"FR0003500008","Euronext Paris","03/03/2004","3773.83","3782.17","3742.52","3758.51","0.00","0.00","4162117159.13","EUR"
"FR0003500008","Euronext Paris","04/03/2004","3772.13","3778.46","3754.73","3776.94","0.00","0.00","3403147514.88","EUR"
"FR0003500008","Euronext Paris","05/03/2004","3776.63","3789.33","3729.98","3761.11","0.00","0.00","4740454546.28","EUR"
"FR0003500008","Euronext Paris","08/03/2004","3772.75","3785.58","3769.52","3781.38","0.00","0.00","2649951937.74","EUR"
"FR0003500008","Euronext Paris","09/03/2004","3759.19","3767.13","3728.70","3737.03","0.00","0.00","3622673149.02","EUR"
"FR0003500008","Euronext Paris","10/03/2004","3717.93","3761.25","3713.66","3758.09","0.00","0.00","3881985801.90","EUR"
"FR0003500008","Euronext Paris","11/03/2004","3712.17","3712.17","3618.02","3646.43","0.00","0.00","6619824279.24","EUR"
"FR0003500008","Euronext Paris","12/03/2004","3597.95","3667.64","3569.73","3661.78","0.00","0.00","5092946290.42","EUR"
"FR0003500008","Euronext Paris","15/03/2004","3652.10","3663.22","3565.81","3573.84","0.00","0.00","4148719110.83","EUR"
"FR0003500008","Euronext Paris","16/03/2004","3572.39","3600.77","3543.11","3588.04","0.00","0.00","3925864324.83","EUR"
"FR0003500008","Euronext Paris","17/03/2004","3602.93","3660.04","3597.39","3656.04","0.00","0.00","4047720646.55","EUR"
"FR0003500008","Euronext Paris","18/03/2004","3648.57","3653.57","3585.07","3589.98","0.00","0.00","3355295970.22","EUR"
"FR0003500008","Euronext Paris","19/03/2004","3623.90","3625.45","3592.82","3613.28","0.00","0.00","3305412549.14","EUR"
"FR0003500008","Euronext Paris","22/03/2004","3580.43","3581.70","3512.68","3539.22","0.00","0.00","3777927371.88","EUR"
"FR0003500008","Euronext Paris","23/03/2004","3531.60","3568.03","3525.12","3539.91","0.00","0.00","3849164634.45","EUR"
"FR0003500008","Euronext Paris","24/03/2004","3538.32","3562.66","3489.53","3518.45","0.00","0.00","4220489102.51","EUR"
"FR0003500008","Euronext Paris","25/03/2004","3542.17","3579.34","3537.43","3570.40","0.00","0.00","4334392083.59","EUR"
"FR0003500008","Euronext Paris","26/03/2004","3602.66","3606.86","3577.50","3592.39","0.00","0.00","3549367124.57","EUR"
"FR0003500008","Euronext Paris","29/03/2004","3594.42","3640.61","3584.60","3634.18","0.00","0.00","2550750502.38","EUR"
"FR0003500008","Euronext Paris","30/03/2004","3628.91","3633.59","3602.59","3620.10","0.00","0.00","5863300887.72","EUR"
"FR0003500008","Euronext Paris","31/03/2004","3632.12","3659.95","3617.73","3625.23","0.00","0.00","3795468341.73","EUR"
"FR0003500008","Euronext Paris","01/04/2004","3647.96","3673.06","3624.19","3669.98","0.00","0.00","3703591047.57","EUR"
"FR0003500008","Euronext Paris","02/04/2004","3674.90","3751.93","3669.31","3739.91","0.00","0.00","4091459077.45","EUR"
"FR0003500008","Euronext Paris","05/04/2004","3753.19","3794.20","3747.50","3781.20","0.00","0.00","3300674158.97","EUR"
"FR0003500008","Euronext Paris","06/04/2004","3766.67","3785.63","3742.76","3746.11","0.00","0.00","4211560064.21","EUR"
"FR0003500008","Euronext Paris","07/04/2004","3752.78","3769.23","3727.23","3734.56","0.00","0.00","3762576130.11","EUR"
"FR0003500008","Euronext Paris","08/04/2004","3756.63","3765.95","3731.79","3740.11","0.00","0.00","3342583032.06","EUR"
"FR0003500008","Euronext Paris","13/04/2004","3765.80","3794.25","3764.55","3774.69","0.00","0.00","3120548450.53","EUR"
"FR0003500008","Euronext Paris","14/04/2004","3745.74","3751.01","3696.81","3731.43","0.00","0.00","3811152991.38","EUR"
"FR0003500008","Euronext Paris","15/04/2004","3719.46","3747.47","3713.84","3722.76","0.00","0.00","3055455615.88","EUR"
"FR0003500008","Euronext Paris","16/04/2004","3721.85","3754.55","3721.85","3751.59","0.00","0.00","4700290079.89","EUR"
"FR0003500008","Euronext Paris","19/04/2004","3741.95","3754.96","3721.98","3743.43","0.00","0.00","2551919191.46","EUR"
"FR0003500008","Euronext Paris","20/04/2004","3767.40","3789.25","3765.32","3773.43","0.00","0.00","3454710588.57","EUR"
"FR0003500008","Euronext Paris","21/04/2004","3733.69","3758.51","3729.89","3743.15","0.00","0.00","8182345614.52","EUR"
"FR0003500008","Euronext Paris","22/04/2004","3761.84","3785.95","3737.11","3785.55","0.00","0.00","5067631300.63","EUR"
"FR0003500008","Euronext Paris","23/04/2004","3808.92","3829.22","3808.92","3811.43","0.00","0.00","3584114191.14","EUR"
"FR0003500008","Euronext Paris","26/04/2004","3790.14","3831.54","3785.02","3785.55","0.00","0.00","5709781446.61","EUR"
"FR0003500008","Euronext Paris","27/04/2004","3787.31","3801.48","3777.54","3782.09","0.00","0.00","4418281503.74","EUR"
"FR0003500008","Euronext Paris","28/04/2004","3779.15","3781.44","3722.59","3722.59","0.00","0.00","5496039710.59","EUR"
"FR0003500008","Euronext Paris","29/04/2004","3717.42","3723.66","3667.25","3689.39","0.00","0.00","6013815100.28","EUR"
"FR0003500008","Euronext Paris","30/04/2004","3680.65","3696.30","3661.91","3674.28","0.00","0.00","5955608036.60","EUR"
"FR0003500008","Euronext Paris","03/05/2004","3652.30","3709.56","3651.95","3705.48","0.00","0.00","2309592783.50","EUR"
"FR0003500008","Euronext Paris","04/05/2004","3702.48","3712.52","3673.24","3700.79","0.00","0.00","4267449682.10","EUR"
"FR0003500008","Euronext Paris","05/05/2004","3684.63","3734.69","3681.59","3729.38","0.00","0.00","3569503373.85","EUR"
"FR0003500008","Euronext Paris","06/05/2004","3700.06","3719.85","3655.14","3655.14","0.00","0.00","4167301484.48","EUR"
"FR0003500008","Euronext Paris","07/05/2004","3655.37","3666.10","3623.60","3653.18","0.00","0.00","5738684458.65","EUR"
"FR0003500008","Euronext Paris","10/05/2004","3593.30","3598.25","3553.35","3553.35","0.00","0.00","5126867231.07","EUR"
"FR0003500008","Euronext Paris","11/05/2004","3570.35","3608.05","3570.35","3606.41","0.00","0.00","4935296709.08","EUR"
"FR0003500008","Euronext Paris","12/05/2004","3613.44","3613.53","3563.85","3564.34","0.00","0.00","4073769644.20","EUR"
"FR0003500008","Euronext Paris","13/05/2004","3591.15","3614.24","3578.54","3614.24","0.00","0.00","4162185185.81","EUR"
"FR0003500008","Euronext Paris","14/05/2004","3603.98","3621.48","3575.36","3603.26","0.00","0.00","4594139236.87","EUR"
"FR0003500008","Euronext Paris","17/05/2004","3553.07","3557.68","3520.61","3553.02","0.00","0.00","4477626994.53","EUR"
"FR0003500008","Euronext Paris","18/05/2004","3570.68","3572.93","3542.72","3569.14","0.00","0.00","4296775673.72","EUR"
"FR0003500008","Euronext Paris","19/05/2004","3598.02","3652.49","3597.00","3643.32","0.00","0.00","4515352950.57","EUR"
"FR0003500008","Euronext Paris","20/05/2004","3615.39","3619.46","3594.51","3609.97","0.00","0.00","1893998054.06","EUR"
"FR0003500008","Euronext Paris","21/05/2004","3627.08","3639.57","3591.48","3607.02","0.00","0.00","2621615353.60","EUR"
"FR0003500008","Euronext Paris","24/05/2004","3605.00","3644.20","3593.59","3628.82","0.00","0.00","3000896654.32","EUR"
"FR0003500008","Euronext Paris","25/05/2004","3611.19","3621.30","3598.31","3610.53","0.00","0.00","4014220909.55","EUR"
